observation_id,source_id,image_path,label_canonical
OBS0253,SRC0224,images/B (99).png,Leaf spot
OBS0254,SRC0077,images/Ds (1).jpg,Healthy
OBS0255,SRC0071,images/Ds (10).jpg,Healthy
OBS0256,SRC0101,images/Ds (100).png,Healthy
OBS0257,SRC0049,images/Ds (101).png,Healthy
OBS0258,SRC0101,images/Ds (102).png,Healthy
OBS0259,SRC0049,images/Ds (103).png,Healthy
OBS0260,SRC0101,images/Ds (104).png,Healthy
OBS0262,SRC0101,images/Ds (106).png,Healthy
OBS0264,SRC0101,images/Ds (108).png,Healthy
OBS0266,SRC0071,images/Ds (11).jpg,Healthy
OBS0267,SRC0005,images/Ds (110).png,Healthy
OBS0268,SRC0165,images/Ds (111).png,Healthy
OBS0269,SRC0005,images/Ds (112).png,Healthy
OBS0270,SRC0165,images/Ds (113).png,Healthy
OBS0271,SRC0005,images/Ds (114).png,Healthy
OBS0272,SRC0099,images/Ds (115).png,Healthy
OBS0273,SRC0005,images/Ds (116).png,Healthy
OBS0274,SRC0165,images/Ds (117).png,Healthy
OBS0275,SRC0005,images/Ds (118).png,Healthy
OBS0276,SRC0099,images/Ds (119).png,Healthy
OBS0277,SRC0071,images/Ds (12).jpg,Healthy
OBS0278,SRC0005,images/Ds (120).png,Healthy
OBS0279,SRC0165,images/Ds (121).png,Healthy
OBS0280,SRC0005,images/Ds (122).png,Healthy
OBS0281,SRC0165,images/Ds (123).png,Healthy
OBS0282,SRC0005,images/Ds (124).png,Healthy
OBS0283,SRC0165,images/Ds (125).png,Healthy
OBS0284,SRC0045,images/Ds (126).png,Healthy
OBS0285,SRC0098,images/Ds (127).png,Healthy
OBS0286,SRC0045,images/Ds (128).png,Healthy
OBS0288,SRC0234,images/Ds (13).jpg,Healthy
OBS0289,SRC0045,images/Ds (130).png,Healthy
OBS0290,SRC0098,images/Ds (131).png,Healthy
OBS0291,SRC0045,images/Ds (132).png,Healthy
OBS0292,SRC0098,images/Ds (133).png,Healthy
OBS0293,SRC0045,images/Ds (134).png,Healthy
OBS0295,SRC0045,images/Ds (136).png,Healthy
OBS0296,SRC0098,images/Ds (137).png,Healthy
OBS0297,SRC0045,images/Ds (138).png,Healthy
OBS0299,SRC0234,images/Ds (14).jpg,Healthy
OBS0300,SRC0045,images/Ds (140).png,Healthy
OBS0302,SRC0004,images/Ds (142).png,Healthy
OBS0303,SRC0078,images/Ds (143).png,Healthy
OBS0304,SRC0004,images/Ds (144).png,Healthy
OBS0305,SRC0140,images/Ds (145).png,Healthy
OBS0306,SRC0004,images/Ds (146).png,Healthy
OBS0307,SRC0078,images/Ds (147).png,Healthy
OBS0308,SRC0004,images/Ds (148).png,Healthy
OBS0309,SRC0140,images/Ds (149).png,Healthy
OBS0310,SRC0234,images/Ds (15).jpg,Healthy
OBS0311,SRC0004,images/Ds (150).png,Healthy
OBS0312,SRC0182,images/Ds (16).jpg,Healthy
OBS0313,SRC0182,images/Ds (17).jpg,Healthy
OBS0314,SRC0182,images/Ds (18).jpg,Healthy
OBS0315,SRC0182,images/Ds (19).jpg,Healthy
OBS0316,SRC0077,images/Ds (2).jpg,Healthy
OBS0317,SRC0182,images/Ds (20).jpg,Healthy
OBS0318,SRC0182,images/Ds (21).jpg,Healthy
OBS0327,SRC0077,images/Ds (3).jpg,Healthy
OBS0332,SRC0152,images/Ds (34).jpg,Healthy
OBS0333,SRC0152,images/Ds (35).jpg,Healthy
OBS0334,SRC0152,images/Ds (36).jpg,Healthy
OBS0335,SRC0152,images/Ds (37).jpg,Healthy
OBS0336,SRC0152,images/Ds (38).jpg,Healthy
OBS0337,SRC0152,images/Ds (39).jpg,Healthy
OBS0338,SRC0161,images/Ds (4).jpg,Healthy
OBS0339,SRC0227,images/Ds (40).jpg,Healthy
OBS0340,SRC0227,images/Ds (41).jpg,Healthy
OBS0341,SRC0227,images/Ds (42).jpg,Healthy
OBS0342,SRC0227,images/Ds (43).jpg,Healthy
OBS0343,SRC0227,images/Ds (44).jpg,Healthy
OBS0344,SRC0227,images/Ds (45).jpg,Healthy
OBS0345,SRC0232,images/Ds (46).jpg,Healthy
OBS0346,SRC0232,images/Ds (47).jpg,Healthy
OBS0347,SRC0232,images/Ds (48).jpg,Healthy
OBS0348,SRC0232,images/Ds (49).jpg,Healthy
OBS0349,SRC0161,images/Ds (5).jpg,Healthy
OBS0350,SRC0232,images/Ds (50).jpg,Healthy
OBS0351,SRC0232,images/Ds (51).jpg,Healthy
OBS0358,SRC0065,images/Ds (58).jpg,Healthy
OBS0359,SRC0065,images/Ds (59).jpg,Healthy
OBS0360,SRC0161,images/Ds (6).jpg,Healthy
OBS0361,SRC0065,images/Ds (60).jpg,Healthy
OBS0362,SRC0065,images/Ds (61).jpg,Healthy
OBS0363,SRC0065,images/Ds (62).jpg,Healthy
OBS0364,SRC0065,images/Ds (63).jpg,Healthy
OBS0365,SRC0168,images/Ds (64).jpg,Healthy
OBS0366,SRC0168,images/Ds (65).jpg,Healthy
OBS0367,SRC0168,images/Ds (66).jpg,Healthy
OBS0368,SRC0168,images/Ds (67).jpg,Healthy
OBS0369,SRC0168,images/Ds (68).jpg,Healthy
OBS0370,SRC0168,images/Ds (69).jpg,Healthy
OBS0371,SRC0031,images/Ds (7).jpg,Healthy
OBS0372,SRC0066,images/Ds (70).jpg,Healthy
OBS0373,SRC0066,images/Ds (71).jpg,Healthy
OBS0374,SRC0066,images/Ds (72).jpg,Healthy
OBS0375,SRC0066,images/Ds (73).jpg,Healthy
OBS0376,SRC0066,images/Ds (74).jpg,Healthy
OBS0377,SRC0066,images/Ds (75).jpg,Healthy
OBS0378,SRC0066,images/Ds (76).jpg,Healthy
OBS0379,SRC0066,images/Ds (77).jpg,Healthy
OBS0380,SRC0066,images/Ds (78).jpg,Healthy
OBS0381,SRC0101,images/Ds (79).png,Healthy
OBS0382,SRC0031,images/Ds (8).jpg,Healthy
OBS0383,SRC0101,images/Ds (80).png,Healthy
OBS0384,SRC0101,images/Ds (81).png,Healthy
OBS0385,SRC0101,images/Ds (82).png,Healthy
OBS0386,SRC0049,images/Ds (83).png,Healthy
OBS0387,SRC0101,images/Ds (84).png,Healthy
OBS0389,SRC0101,images/Ds (86).png,Healthy
OBS0390,SRC0049,images/Ds (87).png,Healthy
OBS0391,SRC0101,images/Ds (88).png,Healthy
OBS0393,SRC0031,images/Ds (9).jpg,Healthy
OBS0394,SRC0101,images/Ds (90).png,Healthy
OBS0395,SRC0101,images/Ds (91).png,Healthy
OBS0396,SRC0101,images/Ds (92).png,Healthy
OBS0398,SRC0101,images/Ds (94).png,Healthy
OBS0400,SRC0101,images/Ds (96).png,Healthy
OBS0401,SRC0049,images/Ds (97).png,Healthy
OBS0402,SRC0101,images/Ds (98).png,Healthy
OBS0404,SRC0178,images/Ej (1).jpg,Sooty mold
OBS0405,SRC0006,images/Ej (1).png,Sooty mold
OBS0406,SRC0211,images/Ej (10).jpg,Sooty mold
OBS0407,SRC0033,images/Ej (10).png,Sooty mold
OBS0409,SRC0154,images/Ej (101).png,Sooty mold
OBS0410,SRC0154,images/Ej (102).png,Sooty mold
OBS0411,SRC0154,images/Ej (103).png,Sooty mold
OBS0412,SRC0112,images/Ej (104).png,Sooty mold
OBS0413,SRC0112,images/Ej (105).png,Sooty mold
OBS0414,SRC0112,images/Ej (106).png,Sooty mold
OBS0415,SRC0112,images/Ej (107).png,Sooty mold
OBS0416,SRC0112,images/Ej (108).png,Sooty mold
OBS0417,SRC0112,images/Ej (109).png,Sooty mold
OBS0418,SRC0001,images/Ej (11).jpg,Sooty mold
OBS0419,SRC0212,images/Ej (11).png,Sooty mold
OBS0426,SRC0112,images/Ej (116).png,Sooty mold
OBS0427,SRC0112,images/Ej (117).png,Sooty mold
OBS0430,SRC0001,images/Ej (12).jpg,Sooty mold
OBS0431,SRC0212,images/Ej (12).png,Sooty mold
OBS0432,SRC0042,images/Ej (120).png,Sooty mold
OBS0433,SRC0042,images/Ej (121).png,Sooty mold
OBS0434,SRC0151,images/Ej (122).png,Sooty mold
OBS0435,SRC0151,images/Ej (123).png,Sooty mold
OBS0436,SRC0151,images/Ej (124).png,Sooty mold
OBS0437,SRC0042,images/Ej (125).png,Sooty mold
OBS0438,SRC0042,images/Ej (126).png,Sooty mold
OBS0439,SRC0042,images/Ej (127).png,Sooty mold
OBS0440,SRC0042,images/Ej (128).png,Sooty mold
OBS0441,SRC0151,images/Ej (129).png,Sooty mold
OBS0442,SRC0001,images/Ej (13).jpg,Sooty mold
OBS0443,SRC0212,images/Ej (13).png,Sooty mold
OBS0447,SRC0055,images/Ej (133).png,Sooty mold
OBS0448,SRC0055,images/Ej (134).png,Sooty mold
OBS0449,SRC0055,images/Ej (135).png,Sooty mold
OBS0450,SRC0055,images/Ej (136).png,Sooty mold
OBS0451,SRC0055,images/Ej (137).png,Sooty mold
OBS0452,SRC0055,images/Ej (138).png,Sooty mold
OBS0453,SRC0116,images/Ej (139).png,Sooty mold
OBS0454,SRC0001,images/Ej (14).jpg,Sooty mold
OBS0455,SRC0212,images/Ej (14).png,Sooty mold
OBS0456,SRC0116,images/Ej (140).png,Sooty mold
OBS0457,SRC0116,images/Ej (141).png,Sooty mold
OBS0458,SRC0116,images/Ej (142).png,Sooty mold
OBS0459,SRC0116,images/Ej (143).png,Sooty mold
OBS0460,SRC0055,images/Ej (144).png,Sooty mold
OBS0461,SRC0055,images/Ej (145).png,Sooty mold
OBS0462,SRC0116,images/Ej (146).png,Sooty mold
OBS0463,SRC0116,images/Ej (147).png,Sooty mold
OBS0464,SRC0053,images/Ej (148).png,Sooty mold
OBS0465,SRC0053,images/Ej (149).png,Sooty mold
OBS0466,SRC0041,images/Ej (15).jpg,Sooty mold
OBS0467,SRC0212,images/Ej (15).png,Sooty mold
OBS0468,SRC0125,images/Ej (150).png,Sooty mold
OBS0469,SRC0041,images/Ej (16).jpg,Sooty mold
OBS0470,SRC0212,images/Ej (16).png,Sooty mold
OBS0471,SRC0041,images/Ej (17).jpg,Sooty mold
OBS0472,SRC0219,images/Ej (17).png,Sooty mold
OBS0473,SRC0218,images/Ej (18).jpg,Sooty mold
OBS0474,SRC0219,images/Ej (18).png,Sooty mold
OBS0475,SRC0218,images/Ej (19).jpg,Sooty mold
OBS0476,SRC0219,images/Ej (19).png,Sooty mold
OBS0477,SRC0178,images/Ej (2).jpg,Sooty mold
OBS0478,SRC0006,images/Ej (2).png,Sooty mold
OBS0479,SRC0218,images/Ej (20).jpg,Sooty mold
OBS0480,SRC0219,images/Ej (20).png,Sooty mold
OBS0481,SRC0218,images/Ej (21).jpg,Sooty mold
OBS0482,SRC0074,images/Ej (21).png,Sooty mold
OBS0483,SRC0170,images/Ej (22).jpg,Sooty mold
OBS0484,SRC0198,images/Ej (22).png,Sooty mold
OBS0485,SRC0170,images/Ej (23).jpg,Sooty mold
OBS0486,SRC0198,images/Ej (23).png,Sooty mold
OBS0487,SRC0170,images/Ej (24).jpg,Sooty mold
OBS0488,SRC0198,images/Ej (24).png,Sooty mold
OBS0489,SRC0103,images/Ej (25).jpg,Sooty mold
OBS0490,SRC0198,images/Ej (25).png,Sooty mold
OBS0491,SRC0103,images/Ej (26).jpg,Sooty mold
OBS0492,SRC0198,images/Ej (26).png,Sooty mold
OBS0493,SRC0103,images/Ej (27).jpg,Sooty mold
OBS0494,SRC0074,images/Ej (27).png,Sooty mold
OBS0495,SRC0103,images/Ej (28).jpg,Sooty mold
OBS0496,SRC0198,images/Ej (28).png,Sooty mold
OBS0497,SRC0147,images/Ej (29).jpg,Sooty mold
OBS0498,SRC0198,images/Ej (29).png,Sooty mold
OBS0499,SRC0178,images/Ej (3).jpg,Sooty mold
OBS0500,SRC0015,images/Ej (3).png,Sooty mold
OBS0501,SRC0147,images/Ej (30).jpg,Sooty mold
OBS0502,SRC0198,images/Ej (30).png,Sooty mold
OBS0503,SRC0147,images/Ej (31).jpg,Sooty mold
OBS0505,SRC0147,images/Ej (32).jpg,Sooty mold
OBS0507,SRC0205,images/Ej (33).jpg,Sooty mold
OBS0509,SRC0205,images/Ej (34).jpg,Sooty mold
OBS0511,SRC0205,images/Ej (35).jpg,Sooty mold
OBS0513,SRC0205,images/Ej (36).jpg,Sooty mold
OBS0520,SRC0134,images/Ej (39).png,Sooty mold
OBS0521,SRC0180,images/Ej (4).jpg,Sooty mold
OBS0522,SRC0015,images/Ej (4).png,Sooty mold
OBS0524,SRC0134,images/Ej (40).png,Sooty mold
OBS0525,SRC0204,images/Ej (41).jpg,Sooty mold
OBS0526,SRC0134,images/Ej (41).png,Sooty mold
OBS0527,SRC0204,images/Ej (42).jpg,Sooty mold
OBS0528,SRC0134,images/Ej (42).png,Sooty mold
OBS0529,SRC0204,images/Ej (43).jpg,Sooty mold
OBS0531,SRC0145,images/Ej (44).jpg,Sooty mold
OBS0533,SRC0145,images/Ej (45).jpg,Sooty mold
OBS0536,SRC0185,images/Ej (47).png,Sooty mold
OBS0537,SRC0185,images/Ej (48).png,Sooty mold
OBS0538,SRC0185,images/Ej (49).png,Sooty mold
OBS0539,SRC0180,images/Ej (5).jpg,Sooty mold
OBS0540,SRC0015,images/Ej (5).png,Sooty mold
OBS0541,SRC0185,images/Ej (50).png,Sooty mold
OBS0542,SRC0185,images/Ej (51).png,Sooty mold
OBS0543,SRC0185,images/Ej (52).png,Sooty mold
OBS0544,SRC0185,images/Ej (53).png,Sooty mold
OBS0545,SRC0185,images/Ej (54).png,Sooty mold
OBS0546,SRC0233,images/Ej (55).png,Sooty mold
OBS0547,SRC0233,images/Ej (56).png,Sooty mold
OBS0548,SRC0233,images/Ej (57).png,Sooty mold
OBS0549,SRC0233,images/Ej (58).png,Sooty mold
OBS0550,SRC0233,images/Ej (59).png,Sooty mold
OBS0551,SRC0180,images/Ej (6).jpg,Sooty mold
OBS0552,SRC0015,images/Ej (6).png,Sooty mold
OBS0553,SRC0233,images/Ej (60).png,Sooty mold
OBS0554,SRC0233,images/Ej (61).png,Sooty mold
OBS0555,SRC0233,images/Ej (62).png,Sooty mold
OBS0556,SRC0055,images/Ej (63).png,Sooty mold
OBS0557,SRC0055,images/Ej (64).png,Sooty mold
OBS0558,SRC0055,images/Ej (65).png,Sooty mold
OBS0559,SRC0055,images/Ej (66).png,Sooty mold
OBS0560,SRC0055,images/Ej (67).png,Sooty mold
OBS0561,SRC0055,images/Ej (68).png,Sooty mold
OBS0562,SRC0055,images/Ej (69).png,Sooty mold
OBS0563,SRC0211,images/Ej (7).jpg,Sooty mold
OBS0564,SRC0033,images/Ej (7).png,Sooty mold
OBS0565,SRC0055,images/Ej (70).png,Sooty mold
OBS0566,SRC0116,images/Ej (71).png,Sooty mold
OBS0567,SRC0116,images/Ej (72).png,Sooty mold
OBS0568,SRC0116,images/Ej (73).png,Sooty mold
OBS0569,SRC0116,images/Ej (74).png,Sooty mold
OBS0570,SRC0116,images/Ej (75).png,Sooty mold
OBS0571,SRC0116,images/Ej (76).png,Sooty mold
OBS0572,SRC0116,images/Ej (77).png,Sooty mold
OBS0573,SRC0116,images/Ej (78).png,Sooty mold
OBS0575,SRC0211,images/Ej (8).jpg,Sooty mold
OBS0576,SRC0033,images/Ej (8).png,Sooty mold
OBS0584,SRC0074,images/Ej (87).png,Sooty mold
OBS0585,SRC0074,images/Ej (88).png,Sooty mold
OBS0586,SRC0074,images/Ej (89).png,Sooty mold
OBS0587,SRC0211,images/Ej (9).jpg,Sooty mold
OBS0588,SRC0033,images/Ej (9).png,Sooty mold
OBS0589,SRC0053,images/Ej (90).png,Sooty mold
OBS0590,SRC0053,images/Ej (91).png,Sooty mold
OBS0591,SRC0053,images/Ej (92).png,Sooty mold
OBS0592,SRC0053,images/Ej (93).png,Sooty mold
OBS0593,SRC0053,images/Ej (94).png,Sooty mold
OBS0594,SRC0053,images/Ej (95).png,Sooty mold
OBS0595,SRC0053,images/Ej (96).png,Sooty mold
OBS0599,SRC0142,images/K (1).jpg,Coffee rust
OBS0601,SRC0052,images/K (10).jpg,Coffee rust
OBS0602,SRC0020,images/K (10).png,Coffee rust
OBS0603,SRC0143,images/K (100).png,Coffee rust
OBS0604,SRC0056,images/K (101).png,Coffee rust
OBS0605,SRC0056,images/K (102).png,Coffee rust
OBS0606,SRC0056,images/K (103).png,Coffee rust
OBS0607,SRC0056,images/K (104).png,Coffee rust
OBS0608,SRC0160,images/K (105).png,Coffee rust
OBS0609,SRC0160,images/K (106).png,Coffee rust
OBS0610,SRC0160,images/K (107).png,Coffee rust
OBS0611,SRC0160,images/K (108).png,Coffee rust
OBS0612,SRC0032,images/K (109).png,Coffee rust
