observation_id,source_id,source_content_sha256,augmentation_id,split,image_path,kelembapan_udara,kelembapan_tanah,ph_tanah,label_original,label_canonical,label_corrected_flag,label_basis,is_synthetic,parent_observation_id,augmentation_noise_rh,augmentation_noise_sm,augmentation_noise_ph,augmentation_rule
OBS0008,SRC0081,5dce6c49d8a6fbcebe4f97e17c6c92b6dde32cf1824fbf392eb009649d6bdf63,1,train,images/B (101).png,84.9319,64.0626,5.3404,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0008,0.681901,-1.817424,-0.209596,Gaussian perturbation; clipped to training-observed min/max
OBS0008,SRC0081,5dce6c49d8a6fbcebe4f97e17c6c92b6dde32cf1824fbf392eb009649d6bdf63,2,train,images/B (101).png,83.5217,64.781,5.6201,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0008,-0.728269,-1.098972,0.070081,Gaussian perturbation; clipped to training-observed min/max
OBS0009,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,0,train,images/B (102).jpg,79.05,50.7,5.47,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0009,0.0,0.0,0.0,original measurement
OBS0009,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,1,train,images/B (102).jpg,79.8471,49.2371,5.5378,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0009,0.797119,-1.46289,0.067789,Gaussian perturbation; clipped to training-observed min/max
OBS0009,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,2,train,images/B (102).jpg,77.8474,50.5965,5.4465,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0009,-1.202643,-0.103493,-0.023512,Gaussian perturbation; clipped to training-observed min/max
OBS0010,SRC0081,5dce6c49d8a6fbcebe4f97e17c6c92b6dde32cf1824fbf392eb009649d6bdf63,0,train,images/B (102).png,86.16,49.47,5.11,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0010,0.0,0.0,0.0,original measurement
OBS0010,SRC0081,5dce6c49d8a6fbcebe4f97e17c6c92b6dde32cf1824fbf392eb009649d6bdf63,1,train,images/B (102).png,86.2973,50.4524,5.1611,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0010,0.137304,0.982364,0.051073,Gaussian perturbation; clipped to training-observed min/max
OBS0010,SRC0081,5dce6c49d8a6fbcebe4f97e17c6c92b6dde32cf1824fbf392eb009649d6bdf63,2,train,images/B (102).png,86.5799,50.2499,5.1483,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0010,0.419862,0.779938,0.038279,Gaussian perturbation; clipped to training-observed min/max
OBS0011,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,0,train,images/B (103).jpg,80.46,44.66,5.51,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0011,0.0,0.0,0.0,original measurement
OBS0011,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,1,train,images/B (103).jpg,79.7076,43.7992,5.4724,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0011,-0.752383,-0.860845,-0.037597,Gaussian perturbation; clipped to training-observed min/max
OBS0011,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,2,train,images/B (103).jpg,81.0592,44.3599,5.6969,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0011,0.599192,-0.300139,0.18686,Gaussian perturbation; clipped to training-observed min/max
OBS0012,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,0,train,images/B (103).png,83.51,53.05,5.56,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0012,0.0,0.0,0.0,original measurement
OBS0012,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,1,train,images/B (103).png,82.5268,51.7314,5.6215,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0012,-0.983151,-1.31865,0.061478,Gaussian perturbation; clipped to training-observed min/max
OBS0012,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,2,train,images/B (103).png,85.2162,53.6568,5.6269,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0012,1.70622,0.606831,0.066865,Gaussian perturbation; clipped to training-observed min/max
OBS0013,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,0,train,images/B (104).jpg,82.31,43.84,6.07,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0013,0.0,0.0,0.0,original measurement
OBS0013,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,1,train,images/B (104).jpg,84.0216,43.7272,5.9562,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0013,1.711614,-0.112833,-0.113837,Gaussian perturbation; clipped to training-observed min/max
OBS0013,SRC0109,765b0cc336fb8680ece5bd3db3f9c8668352cfe1fdbeda6c0efa8383a795e568,2,train,images/B (104).jpg,81.6715,44.9835,5.9545,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0013,-0.638492,1.143475,-0.115494,Gaussian perturbation; clipped to training-observed min/max
OBS0014,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,0,train,images/B (104).png,69.52,55.95,4.94,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0014,0.0,0.0,0.0,original measurement
OBS0014,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,1,train,images/B (104).png,69.5602,56.2539,4.9148,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0014,0.040238,0.303885,-0.025247,Gaussian perturbation; clipped to training-observed min/max
OBS0014,SRC0196,d264a9cffc01c5f6d7a9799a9c533b6369f402a75ed8123193a8b3cc32137fe1,2,train,images/B (104).png,70.3884,56.6469,5.1257,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0014,0.868358,0.696936,0.185713,Gaussian perturbation; clipped to training-observed min/max
OBS0015,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,0,train,images/B (105).png,67.1,65.32,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0015,0.0,0.0,0.0,original measurement
OBS0015,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,1,train,images/B (105).png,67.844,64.5887,5.3951,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0015,0.743961,-0.731284,-0.044944,Gaussian perturbation; clipped to training-observed min/max
OBS0015,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,2,train,images/B (105).png,66.1021,66.4627,5.3947,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0015,-0.997897,1.142728,-0.045347,Gaussian perturbation; clipped to training-observed min/max
OBS0016,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,0,train,images/B (106).png,80.31,46.41,6.43,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0016,0.0,0.0,0.0,original measurement
OBS0016,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,1,train,images/B (106).png,80.2257,47.3092,6.3721,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0016,-0.084313,0.899163,-0.057877,Gaussian perturbation; clipped to training-observed min/max
OBS0016,SRC0019,14868e12bb61204d4680f3f9fac12b0ea3f012ab19d4ed11bf92816f4499ff19,2,train,images/B (106).png,79.9576,44.2005,6.3434,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0016,-0.35239,-2.209544,-0.086598,Gaussian perturbation; clipped to training-observed min/max
OBS0017,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,0,train,images/B (107).png,76.34,43.44,5.43,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0017,0.0,0.0,0.0,original measurement
OBS0017,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,1,train,images/B (107).png,75.6587,43.9389,5.5255,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0017,-0.681284,0.498913,0.095479,Gaussian perturbation; clipped to training-observed min/max
OBS0017,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,2,train,images/B (107).png,76.3178,43.7536,5.4434,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0017,-0.02216,0.313637,0.013438,Gaussian perturbation; clipped to training-observed min/max
OBS0018,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,0,train,images/B (108).png,87.02,59.45,5.53,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0018,0.0,0.0,0.0,original measurement
OBS0018,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,1,train,images/B (108).png,88.3217,60.522,5.5519,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0018,1.301689,1.072026,0.021895,Gaussian perturbation; clipped to training-observed min/max
OBS0018,SRC0194,d1eacbd4bde7348a423c563ca65efaa8e40a5ad16c8c64ef73559bc8e2791105,2,train,images/B (108).png,85.8069,60.5341,5.5605,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0018,-1.213133,1.084062,0.030484,Gaussian perturbation; clipped to training-observed min/max
OBS0019,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,0,train,images/B (109).png,77.48,52.63,5.49,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0019,0.0,0.0,0.0,original measurement
OBS0019,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,1,train,images/B (109).png,78.9523,52.5941,5.6462,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0019,1.47233,-0.035888,0.156248,Gaussian perturbation; clipped to training-observed min/max
OBS0019,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,2,train,images/B (109).png,77.0493,54.5417,5.4992,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0019,-0.430652,1.911672,0.00921,Gaussian perturbation; clipped to training-observed min/max
OBS0020,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,0,train,images/B (11).jpg,70.58,51.56,5.51,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0020,0.0,0.0,0.0,original measurement
OBS0020,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,1,train,images/B (11).jpg,69.9605,50.2059,5.4979,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0020,-0.619523,-1.354137,-0.012082,Gaussian perturbation; clipped to training-observed min/max
OBS0020,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,2,train,images/B (11).jpg,72.288,52.5396,5.5651,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0020,1.707985,0.979649,0.055111,Gaussian perturbation; clipped to training-observed min/max
OBS0021,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,0,train,images/B (11).png,91.03,51.03,5.94,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0021,0.0,0.0,0.0,original measurement
OBS0021,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,1,train,images/B (11).png,88.179,51.8832,5.9845,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0021,-2.851047,0.853157,0.044468,Gaussian perturbation; clipped to training-observed min/max
OBS0021,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,2,train,images/B (11).png,90.3701,50.2771,5.9398,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0021,-0.659912,-0.752861,-0.000185,Gaussian perturbation; clipped to training-observed min/max
OBS0022,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,0,train,images/B (110).png,79.74,39.96,5.8,Karat daun,Leaf spot,YES,original image class-code prefix 'B',NO,OBS0022,0.0,0.0,0.0,original measurement
OBS0022,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,1,train,images/B (110).png,81.8099,38.6939,5.7658,Karat daun,Leaf spot,YES,original image class-code prefix 'B',YES,OBS0022,2.069852,-1.266121,-0.034224,Gaussian perturbation; clipped to training-observed min/max
OBS0022,SRC0092,65079fd9283fb9d34d45f2785aba6963e030d2f8c91c397fee2ef99eff11396a,2,train,images/B (110).png,81.3741,39.4246,5.7709,Karat daun,Leaf spot,YES,original image class-code prefix 'B',YES,OBS0022,1.634142,-0.535381,-0.02914,Gaussian perturbation; clipped to training-observed min/max
OBS0025,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,0,train,images/B (113).png,74.51,51.17,5.87,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0025,0.0,0.0,0.0,original measurement
OBS0025,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,1,train,images/B (113).png,74.6273,49.6805,5.8876,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0025,0.117332,-1.489547,0.017596,Gaussian perturbation; clipped to training-observed min/max
OBS0025,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,2,train,images/B (113).png,73.0585,52.2322,5.8703,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0025,-1.451541,1.062238,0.000254,Gaussian perturbation; clipped to training-observed min/max
OBS0026,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,0,train,images/B (114).png,85.28,52.19,5.14,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0026,0.0,0.0,0.0,original measurement
OBS0026,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,1,train,images/B (114).png,88.0201,52.527,5.2493,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0026,2.740118,0.337009,0.109255,Gaussian perturbation; clipped to training-observed min/max
OBS0026,SRC0021,1522a7f7f912a1e02ed8981e72096d3401a185a2aef93f5c81ab18bbf228f911,2,train,images/B (114).png,83.7161,52.0434,5.1659,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0026,-1.563917,-0.146567,0.025852,Gaussian perturbation; clipped to training-observed min/max
OBS0027,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,0,train,images/B (115).png,73.75,50.02,6.1,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0027,0.0,0.0,0.0,original measurement
OBS0027,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,1,train,images/B (115).png,75.8449,48.0029,6.1792,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0027,2.094865,-2.017099,0.07925,Gaussian perturbation; clipped to training-observed min/max
OBS0027,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,2,train,images/B (115).png,74.4596,51.8603,6.157,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0027,0.709625,1.840255,0.056991,Gaussian perturbation; clipped to training-observed min/max
OBS0028,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,0,train,images/B (116).png,86.05,52.48,6.09,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0028,0.0,0.0,0.0,original measurement
OBS0028,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,1,train,images/B (116).png,86.1125,51.854,5.9901,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0028,0.062485,-0.62598,-0.099854,Gaussian perturbation; clipped to training-observed min/max
OBS0028,SRC0106,734919706e08ff15aecb434f1ca3b85b702123226885d73ac3b5c1bb435bec7c,2,train,images/B (116).png,86.2845,52.25,6.2516,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0028,0.234507,-0.230036,0.161621,Gaussian perturbation; clipped to training-observed min/max
OBS0029,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,0,train,images/B (117).png,76.9,54.53,5.65,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0029,0.0,0.0,0.0,original measurement
OBS0029,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,1,train,images/B (117).png,76.1668,54.9145,5.5245,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0029,-0.73323,0.38447,-0.12552,Gaussian perturbation; clipped to training-observed min/max
OBS0029,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,2,train,images/B (117).png,76.4254,54.8434,5.7159,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0029,-0.474555,0.313377,0.065917,Gaussian perturbation; clipped to training-observed min/max
OBS0030,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,0,train,images/B (118).png,81.84,68.94,5.09,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0030,0.0,0.0,0.0,original measurement
OBS0030,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,1,train,images/B (118).png,83.5777,68.887,5.0006,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0030,1.737722,-0.052978,-0.08938,Gaussian perturbation; clipped to training-observed min/max
OBS0030,SRC0100,6d38de8f3df8a1ceb7525497e01220c5f8c010dc0997055ec5f220889b7545b9,2,train,images/B (118).png,82.3894,69.5604,5.1293,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0030,0.54942,0.620385,0.039333,Gaussian perturbation; clipped to training-observed min/max
OBS0031,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,0,train,images/B (119).png,75.17,52.98,6.23,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0031,0.0,0.0,0.0,original measurement
OBS0031,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,1,train,images/B (119).png,74.3297,54.3401,6.237,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0031,-0.840345,1.360061,0.007032,Gaussian perturbation; clipped to training-observed min/max
OBS0031,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,2,train,images/B (119).png,76.0098,54.5089,6.2787,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0031,0.83979,1.528888,0.048742,Gaussian perturbation; clipped to training-observed min/max
OBS0032,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,0,train,images/B (12).jpg,95.09,49.52,5.5,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0032,0.0,0.0,0.0,original measurement
OBS0032,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,1,train,images/B (12).jpg,95.4338,52.1034,5.5195,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0032,0.343819,2.583354,0.019496,Gaussian perturbation; clipped to training-observed min/max
OBS0032,SRC0072,53aaf229279b4be690777f738c7c40e5e5e0d5e61f60ddd8e7f8a16918575134,2,train,images/B (12).jpg,94.7348,49.6544,5.6186,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0032,-0.355157,0.13436,0.118621,Gaussian perturbation; clipped to training-observed min/max
OBS0033,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,0,train,images/B (12).png,82.61,42.31,4.24,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',NO,OBS0033,0.0,0.0,0.0,original measurement
OBS0033,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,1,train,images/B (12).png,82.7525,42.9333,4.3357,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',YES,OBS0033,0.142455,0.623253,0.095659,Gaussian perturbation; clipped to training-observed min/max
OBS0033,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,2,train,images/B (12).png,81.9946,40.2381,4.264,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',YES,OBS0033,-0.61543,-2.071884,0.023954,Gaussian perturbation; clipped to training-observed min/max
OBS0034,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,0,train,images/B (120).png,72.09,42.56,6.03,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO,OBS0034,0.0,0.0,0.0,original measurement
OBS0034,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,1,train,images/B (120).png,72.3657,41.8304,6.0997,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0034,0.275682,-0.729612,0.069687,Gaussian perturbation; clipped to training-observed min/max
OBS0034,SRC0135,93deab2b9b015f9a208839c169620ed379b8da8792b017385b6dc17d7e0db1b0,2,train,images/B (120).png,72.8191,41.366,6.0715,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',YES,OBS0034,0.729081,-1.193991,0.041457,Gaussian perturbation; clipped to training-observed min/max
