observation_id,source_id,source_content_sha256,augmentation_id,split,image_path,kelembapan_udara,kelembapan_tanah,ph_tanah,label_original,label_canonical,label_corrected_flag,label_basis,is_synthetic
OBS0038,SRC0171,ba3ffd50924125f7fdd9058b3b58be24e51bc1acce520e3bec555f34e211af6c,0,validation,images/B (124).png,66.71,57.75,5.86,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0039,SRC0023,1789ae453ba022519d9834eac1dfffb7782e054ef34097bf866524cc48c46ff1,0,validation,images/B (125).png,75.07,55.6,6.08,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0040,SRC0023,1789ae453ba022519d9834eac1dfffb7782e054ef34097bf866524cc48c46ff1,0,validation,images/B (126).png,80.96,63.65,5.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0041,SRC0105,71b8cc7312ff69243327712c3377622d5f52091568989f1d0c2f3f13e0c833c6,0,train,images/B (127).png,90.07,72.39,5.65,Sehat,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0042,SRC0105,71b8cc7312ff69243327712c3377622d5f52091568989f1d0c2f3f13e0c833c6,0,train,images/B (128).png,80.1,45.83,5.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0043,SRC0022,16bde79c57394c5fb80da7205ea0e4e02e6197d9450b37e9cb6b6394a510aca2,0,validation,images/B (129).png,84.61,52.43,5.53,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0044,SRC0022,16bde79c57394c5fb80da7205ea0e4e02e6197d9450b37e9cb6b6394a510aca2,0,validation,images/B (130).png,80.64,57.96,5.64,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0045,SRC0063,4671701849b4354961126aaa340588722c5e0ae1e25f7bbcabed0e86c4b54d33,0,train,images/B (131).png,69.47,54.81,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0046,SRC0063,4671701849b4354961126aaa340588722c5e0ae1e25f7bbcabed0e86c4b54d33,0,train,images/B (132).png,76.23,64.19,6.18,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0047,SRC0097,6c81fc7a4316c644f82d6aae5ba47168c16a15d0af1c3003102bf95fd6181818,0,validation,images/B (133).png,78.28,60.52,5.63,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0048,SRC0097,6c81fc7a4316c644f82d6aae5ba47168c16a15d0af1c3003102bf95fd6181818,0,validation,images/B (134).png,87.14,49.63,5.77,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0049,SRC0059,440718ebf928bb8a0e0a15f2375788a0bea13b759788945e591236e94c92ae46,0,train,images/B (135).png,82.79,51.21,5.8,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0050,SRC0059,440718ebf928bb8a0e0a15f2375788a0bea13b759788945e591236e94c92ae46,0,train,images/B (136).png,71.06,54.72,6.23,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0051,SRC0118,8148cbba29e5a795673a05d49727f884adf9500960ab0ffce6205db7a4e49dc0,0,validation,images/B (137).png,88.28,54.73,5.2,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0052,SRC0118,8148cbba29e5a795673a05d49727f884adf9500960ab0ffce6205db7a4e49dc0,0,validation,images/B (138).png,79.91,60.16,5.21,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0053,SRC0137,95e22bd27d90ca32efae72d5e5882f61bd71f84cc8cdfee84baff0d40faedf77,0,validation,images/B (139).png,79.65,61.55,5.36,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0054,SRC0009,09c878106eaf5a931dda0893d81a1adeb3b9ec5f972195c2c7488c68c76a1b3f,0,train,images/B (14).jpg,88.53,58.28,5.5,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0055,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (14).png,90.4,61.34,5.62,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0056,SRC0137,95e22bd27d90ca32efae72d5e5882f61bd71f84cc8cdfee84baff0d40faedf77,0,validation,images/B (140).png,91.57,54.43,4.6,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0057,SRC0058,4380227b5332769b84c1c8ed4044ea99ba99678ee552557ac7e7349e918db9ac,0,train,images/B (141).png,72.92,51.82,5.2,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0058,SRC0058,4380227b5332769b84c1c8ed4044ea99ba99678ee552557ac7e7349e918db9ac,0,train,images/B (142).png,76.14,53.07,4.88,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0059,SRC0061,44caa2fc8edb2d369dfcf9c46185508f7e053b8075e1da70f5d4f8fd0b76e622,0,train,images/B (143).png,85.96,56.58,6.11,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0060,SRC0061,44caa2fc8edb2d369dfcf9c46185508f7e053b8075e1da70f5d4f8fd0b76e622,0,train,images/B (144).png,87.82,51.06,6.07,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0061,SRC0201,d585ef7e4a43dbe7d3b04aaa6f8a29c2f3bffce22cfd3c17e11266ed4b809801,0,train,images/B (145).png,77.96,50.53,5.8,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0062,SRC0201,d585ef7e4a43dbe7d3b04aaa6f8a29c2f3bffce22cfd3c17e11266ed4b809801,0,train,images/B (146).png,84.69,47.02,5.58,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0063,SRC0195,d22a7af41907579b728810fdf24de99e513f98dca7106dcd426b46eecf167f41,0,train,images/B (147).png,78.16,52.74,5.6,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0064,SRC0195,d22a7af41907579b728810fdf24de99e513f98dca7106dcd426b46eecf167f41,0,train,images/B (148).png,72.4,56.24,6.35,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0065,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (149).png,91.38,54.57,5.02,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0066,SRC0090,6228b807ad67bb91dc5a6cfd3dcbf18cba33344efef655cb8fc7abfdad0cd14c,0,train,images/B (15).jpg,89.96,54.56,5.94,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0067,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (15).png,85.51,45.96,6.09,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0068,SRC0157,a96f1907e01e756d44b14b01d45e888a244f3416a32285c26347a9bab8cc13a4,0,train,images/B (150).png,85.28,53.47,6.06,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0069,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,0,train,images/B (151).png,85.81,51.29,5.36,Jamur lain,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0070,SRC0090,6228b807ad67bb91dc5a6cfd3dcbf18cba33344efef655cb8fc7abfdad0cd14c,0,train,images/B (16).jpg,79.78,61.11,5.76,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0071,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (16).png,85.29,51.92,4.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0072,SRC0029,1c5f03f717ea02947f98349f093a85ef2dfaa05adf9f8e3686a3da06619a7e63,0,train,images/B (17).jpg,90.02,55.54,5.68,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0073,SRC0193,d1dbc1116a9b09246b7fd7da2d356f35190b841f76ee73dd44f1ea2e732806d7,0,train,images/B (17).png,80.7,56.08,5.36,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0074,SRC0029,1c5f03f717ea02947f98349f093a85ef2dfaa05adf9f8e3686a3da06619a7e63,0,train,images/B (18).jpg,95.81,63.83,4.78,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0075,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (18).png,61.81,50.06,5.62,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0076,SRC0010,0af6686a2da21e0597f710ea1978ba7b3270a2cf794cf990f78f3a8b2e8a7b4b,0,train,images/B (19).jpg,85.54,58.54,6.1,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0077,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (19).png,86.6,57.26,5.7,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0078,SRC0150,a3e6d55525376a2c609e60f59612a58ff97ea602d6a92538faf33aaaf3a39f89,0,train,images/B (2).jpg,80.58,53.98,5.97,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0079,SRC0173,ba92b41492684ec660d169de6196b14aa51f99b67a4e05405fd21ed70403f14e,0,validation,images/B (2).png,80.36,51.32,6.13,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0080,SRC0010,0af6686a2da21e0597f710ea1978ba7b3270a2cf794cf990f78f3a8b2e8a7b4b,0,train,images/B (20).jpg,65.3,54.71,5.91,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0081,SRC0222,e8d7d06bbb4449bd54cb8344f1fd56be1c583a94c88fd47dfad6644f130c9e0f,0,train,images/B (20).png,85.03,63.52,6.58,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0082,SRC0223,e91884f3a7c981da58200c29e41f14c45c9876fe3d0c0d0630097d584156278f,0,train,images/B (21).jpg,83.65,40.48,6.18,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0083,SRC0224,edbf46d0c4da07df09d5e9e0fac25864788aa4fc28761da79471d501757ae0e2,0,train,images/B (21).png,91.46,57.53,5.9,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0084,SRC0223,e91884f3a7c981da58200c29e41f14c45c9876fe3d0c0d0630097d584156278f,0,train,images/B (22).jpg,82.31,45.39,4.75,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0085,SRC0174,bac5ec5da77171a09defabed1d4d236153064d30b3964cd8b3bdf8abb5799eaa,0,validation,images/B (22).png,80.4,57.94,5.21,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0086,SRC0034,20666fe857278444210f7d120dd95c126161bddfef3ede014c8b126501b70237,0,train,images/B (23).jpg,79.75,46.46,5.31,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0087,SRC0131,8fe277ce849a8937ba1544b05c819b74e57f7d38cf7098bb865a40610237e558,0,validation,images/B (23).png,89.08,44.34,6.61,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0088,SRC0034,20666fe857278444210f7d120dd95c126161bddfef3ede014c8b126501b70237,0,train,images/B (24).jpg,89.05,50.85,5.48,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0089,SRC0174,bac5ec5da77171a09defabed1d4d236153064d30b3964cd8b3bdf8abb5799eaa,0,validation,images/B (24).png,82.46,64.59,5.75,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0090,SRC0148,a2a908d64e26e5a8b611759de006d891932f65bab68ebdbc98f597ba6a5b78ed,0,validation,images/B (25).jpg,87.66,50.16,5.66,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0091,SRC0174,bac5ec5da77171a09defabed1d4d236153064d30b3964cd8b3bdf8abb5799eaa,0,validation,images/B (25).png,85.91,51.49,5.83,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0092,SRC0148,a2a908d64e26e5a8b611759de006d891932f65bab68ebdbc98f597ba6a5b78ed,0,validation,images/B (26).jpg,92.52,64.34,6.31,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0093,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (26).png,80.62,44.09,5.41,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0094,SRC0048,3505d114b1dc0a2f1adb10363085afd3e8c7f49f722e142da9a55df6b5481f7a,0,train,images/B (27).jpg,83.03,41.61,5.53,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0095,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (27).png,78.83,50.8,5.27,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0096,SRC0048,3505d114b1dc0a2f1adb10363085afd3e8c7f49f722e142da9a55df6b5481f7a,0,train,images/B (28).jpg,68.81,48.4,4.99,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0097,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (28).png,82.5,46.27,4.94,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0098,SRC0080,5c0a4a8822b60af3eae8c0efa9d9d74cd3ff467963b05eca9e972af6a7c747aa,0,train,images/B (29).jpg,80.04,59.83,5.43,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0099,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (29).png,79.17,53.8,5.55,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0100,SRC0038,27fb2575cfe5d07d514f5d588b01a54df65da456da472ecaa8bdd369be75d578,0,train,images/B (3).jpg,78.42,49.56,4.95,Karat daun,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0101,SRC0131,8fe277ce849a8937ba1544b05c819b74e57f7d38cf7098bb865a40610237e558,0,validation,images/B (3).png,69.27,43.99,4.95,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0102,SRC0156,a9544099786e43401246557b1c98fb6294b3de02a26e064e03861c41790a58aa,0,train,images/B (30).jpg,81.01,59.93,5.84,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0103,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (30).png,80.42,54.46,5.08,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0104,SRC0156,a9544099786e43401246557b1c98fb6294b3de02a26e064e03861c41790a58aa,0,train,images/B (31).jpg,75.23,50.75,5.59,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0105,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (31).png,77.18,68.63,5.83,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0106,SRC0069,5183b9cdcb9cd47464d27561d352c90873c5f18d5a86238d00861dc0ada2ae31,0,train,images/B (32).jpg,86.89,44.13,4.66,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0107,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (32).png,91.67,39.58,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0108,SRC0009,09c878106eaf5a931dda0893d81a1adeb3b9ec5f972195c2c7488c68c76a1b3f,0,train,images/B (33).jpg,85.56,49.1,5.06,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0109,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (33).png,88.26,54.08,5.73,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0110,SRC0069,5183b9cdcb9cd47464d27561d352c90873c5f18d5a86238d00861dc0ada2ae31,0,train,images/B (34).jpg,83.03,52.78,5.97,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0111,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (34).png,68.73,53.01,4.37,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0112,SRC0027,1a6b042686b3f120ffa60e942b254da0d3851c0caae021afcc026eeff816d139,0,train,images/B (35).jpg,78.87,49.75,5.28,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0113,SRC0075,586327cce1508de3368806cb510c0cb2375e978cd58b4efaacd92c1fcc2f9b86,0,train,images/B (35).png,86.09,45.9,5.46,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0114,SRC0080,5c0a4a8822b60af3eae8c0efa9d9d74cd3ff467963b05eca9e972af6a7c747aa,0,train,images/B (36).jpg,94.89,61.3,5.83,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0115,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (36).png,78.31,50.81,5.58,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0116,SRC0130,8fd815ecd9f14755723e5d75424ce9663bde3f1181482f21d736f704eb0b4687,0,train,images/B (37).jpg,85.5,60.61,4.89,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0117,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (37).png,81.14,55.49,5.41,Sehat,Leaf spot,YES,original image class-code prefix 'B',NO
OBS0118,SRC0130,8fd815ecd9f14755723e5d75424ce9663bde3f1181482f21d736f704eb0b4687,0,train,images/B (38).jpg,78.11,56.56,4.95,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0119,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (38).png,86.07,57.12,5.7,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0120,SRC0067,4f670b84a766a4be8ff7dc2f45f5dd5257104249cefba56ea9271ceb12d44489,0,validation,images/B (39).jpg,88.16,59.31,5.61,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0121,SRC0188,cd083bb2800ff55cd38ec47ab67eb89a294e995ddf4d9604b0c4171daeca725f,0,train,images/B (39).png,86.63,57.61,6.38,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0122,SRC0120,81c7a0de85f9e9008b7d8b593a705bfed3e48107414515c79a383d8937376aeb,0,validation,images/B (4).jpg,77.0,65.05,5.44,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
OBS0123,SRC0064,482ca7abb20f3249d1eb11f151b7b82718e61a0dea75fb29c1a7158f86bc48b0,0,train,images/B (4).png,95.77,57.33,5.02,Bercak daun,Leaf spot,NO,original image class-code prefix 'B',NO
